areaCode,areaName,areaType,date,newCasesByPublishDate
K02000001,United Kingdom,overview,2020-08-25,1184
K02000001,United Kingdom,overview,2020-08-24,853
K02000001,United Kingdom,overview,2020-08-23,1160
K02000001,United Kingdom,overview,2020-08-22,1288
K02000001,United Kingdom,overview,2020-08-21,1033
K02000001,United Kingdom,overview,2020-08-20,1182
K02000001,United Kingdom,overview,2020-08-19,812
K02000001,United Kingdom,overview,2020-08-18,1089
K02000001,United Kingdom,overview,2020-08-17,713
K02000001,United Kingdom,overview,2020-08-16,1040
K02000001,United Kingdom,overview,2020-08-15,1077
K02000001,United Kingdom,overview,2020-08-14,1441
K02000001,United Kingdom,overview,2020-08-13,1129
K02000001,United Kingdom,overview,2020-08-12,1009
K02000001,United Kingdom,overview,2020-08-11,1148
K02000001,United Kingdom,overview,2020-08-10,740
K02000001,United Kingdom,overview,2020-08-09,1062
K02000001,United Kingdom,overview,2020-08-08,758
K02000001,United Kingdom,overview,2020-08-07,871
K02000001,United Kingdom,overview,2020-08-06,950
K02000001,United Kingdom,overview,2020-08-05,892
K02000001,United Kingdom,overview,2020-08-04,670
K02000001,United Kingdom,overview,2020-08-03,898
K02000001,United Kingdom,overview,2020-08-02,744
K02000001,United Kingdom,overview,2020-08-01,761
K02000001,United Kingdom,overview,2020-07-31,880
K02000001,United Kingdom,overview,2020-07-30,846
K02000001,United Kingdom,overview,2020-07-29,763
K02000001,United Kingdom,overview,2020-07-28,581
K02000001,United Kingdom,overview,2020-07-27,685
K02000001,United Kingdom,overview,2020-07-26,745
K02000001,United Kingdom,overview,2020-07-25,767
K02000001,United Kingdom,overview,2020-07-24,768
K02000001,United Kingdom,overview,2020-07-23,769
K02000001,United Kingdom,overview,2020-07-22,560
K02000001,United Kingdom,overview,2020-07-21,445
K02000001,United Kingdom,overview,2020-07-20,557
K02000001,United Kingdom,overview,2020-07-19,726
K02000001,United Kingdom,overview,2020-07-18,827
K02000001,United Kingdom,overview,2020-07-17,687
K02000001,United Kingdom,overview,2020-07-16,642
K02000001,United Kingdom,overview,2020-07-15,538
K02000001,United Kingdom,overview,2020-07-14,398
K02000001,United Kingdom,overview,2020-07-13,530
K02000001,United Kingdom,overview,2020-07-12,650
K02000001,United Kingdom,overview,2020-07-11,820
K02000001,United Kingdom,overview,2020-07-10,512
K02000001,United Kingdom,overview,2020-07-09,642
K02000001,United Kingdom,overview,2020-07-08,630
K02000001,United Kingdom,overview,2020-07-07,581
K02000001,United Kingdom,overview,2020-07-06,343
K02000001,United Kingdom,overview,2020-07-05,516
K02000001,United Kingdom,overview,2020-07-04,624
K02000001,United Kingdom,overview,2020-07-03,544
K02000001,United Kingdom,overview,2020-07-02,576
K02000001,United Kingdom,overview,2020-07-01,829
K02000001,United Kingdom,overview,2020-06-30,689
K02000001,United Kingdom,overview,2020-06-29,815
K02000001,United Kingdom,overview,2020-06-28,901
K02000001,United Kingdom,overview,2020-06-27,890
K02000001,United Kingdom,overview,2020-06-26,1006
K02000001,United Kingdom,overview,2020-06-25,1118
K02000001,United Kingdom,overview,2020-06-24,653
K02000001,United Kingdom,overview,2020-06-23,874
K02000001,United Kingdom,overview,2020-06-22,958
K02000001,United Kingdom,overview,2020-06-21,1221
K02000001,United Kingdom,overview,2020-06-20,1295
K02000001,United Kingdom,overview,2020-06-19,1346
K02000001,United Kingdom,overview,2020-06-18,1218
K02000001,United Kingdom,overview,2020-06-17,1115
K02000001,United Kingdom,overview,2020-06-16,1279
K02000001,United Kingdom,overview,2020-06-15,1056
K02000001,United Kingdom,overview,2020-06-14,1514
K02000001,United Kingdom,overview,2020-06-13,1425
K02000001,United Kingdom,overview,2020-06-12,1541
K02000001,United Kingdom,overview,2020-06-11,1266
K02000001,United Kingdom,overview,2020-06-10,1003
K02000001,United Kingdom,overview,2020-06-09,1387
K02000001,United Kingdom,overview,2020-06-08,1205
K02000001,United Kingdom,overview,2020-06-07,1326
K02000001,United Kingdom,overview,2020-06-06,1557
K02000001,United Kingdom,overview,2020-06-05,1650
K02000001,United Kingdom,overview,2020-06-04,1805
K02000001,United Kingdom,overview,2020-06-03,1871
K02000001,United Kingdom,overview,2020-06-02,1613
K02000001,United Kingdom,overview,2020-06-01,1570
K02000001,United Kingdom,overview,2020-05-31,1936
K02000001,United Kingdom,overview,2020-05-30,2445
K02000001,United Kingdom,overview,2020-05-29,2095
K02000001,United Kingdom,overview,2020-05-28,1887
K02000001,United Kingdom,overview,2020-05-27,2013
K02000001,United Kingdom,overview,2020-05-26,2004
K02000001,United Kingdom,overview,2020-05-25,1625
K02000001,United Kingdom,overview,2020-05-24,2409
K02000001,United Kingdom,overview,2020-05-23,2959
K02000001,United Kingdom,overview,2020-05-22,3287
K02000001,United Kingdom,overview,2020-05-21,2615
K02000001,United Kingdom,overview,2020-05-20,2472
K02000001,United Kingdom,overview,2020-05-19,2412
K02000001,United Kingdom,overview,2020-05-18,2684
K02000001,United Kingdom,overview,2020-05-17,3562
K02000001,United Kingdom,overview,2020-05-16,3451
K02000001,United Kingdom,overview,2020-05-15,3560
K02000001,United Kingdom,overview,2020-05-14,3446
K02000001,United Kingdom,overview,2020-05-13,3242
K02000001,United Kingdom,overview,2020-05-12,3403
K02000001,United Kingdom,overview,2020-05-11,3877
K02000001,United Kingdom,overview,2020-05-10,3923
K02000001,United Kingdom,overview,2020-05-09,3896
K02000001,United Kingdom,overview,2020-05-08,4649
K02000001,United Kingdom,overview,2020-05-07,5614
K02000001,United Kingdom,overview,2020-05-06,6111
K02000001,United Kingdom,overview,2020-05-05,4406
K02000001,United Kingdom,overview,2020-05-04,3985
K02000001,United Kingdom,overview,2020-05-03,4339
K02000001,United Kingdom,overview,2020-05-02,4806
K02000001,United Kingdom,overview,2020-05-01,6201
K02000001,United Kingdom,overview,2020-04-30,6032
K02000001,United Kingdom,overview,2020-04-29,4076
K02000001,United Kingdom,overview,2020-04-28,3996
K02000001,United Kingdom,overview,2020-04-27,4310
K02000001,United Kingdom,overview,2020-04-26,4463
K02000001,United Kingdom,overview,2020-04-25,4913
K02000001,United Kingdom,overview,2020-04-24,5386
K02000001,United Kingdom,overview,2020-04-23,4583
K02000001,United Kingdom,overview,2020-04-22,4451
K02000001,United Kingdom,overview,2020-04-21,4301
K02000001,United Kingdom,overview,2020-04-20,4676
K02000001,United Kingdom,overview,2020-04-19,5850
K02000001,United Kingdom,overview,2020-04-18,5526
K02000001,United Kingdom,overview,2020-04-17,5599
K02000001,United Kingdom,overview,2020-04-16,4618
K02000001,United Kingdom,overview,2020-04-15,4605
K02000001,United Kingdom,overview,2020-04-14,5252
K02000001,United Kingdom,overview,2020-04-13,4342
K02000001,United Kingdom,overview,2020-04-12,5288
K02000001,United Kingdom,overview,2020-04-11,5234
K02000001,United Kingdom,overview,2020-04-10,5706
K02000001,United Kingdom,overview,2020-04-09,4675
K02000001,United Kingdom,overview,2020-04-08,5865
K02000001,United Kingdom,overview,2020-04-07,3888
K02000001,United Kingdom,overview,2020-04-06,4143
K02000001,United Kingdom,overview,2020-04-05,6199
K02000001,United Kingdom,overview,2020-04-04,4000
K02000001,United Kingdom,overview,2020-04-03,4672
K02000001,United Kingdom,overview,2020-04-02,4522
K02000001,United Kingdom,overview,2020-04-01,4567
K02000001,United Kingdom,overview,2020-03-31,3250
K02000001,United Kingdom,overview,2020-03-30,2665
K02000001,United Kingdom,overview,2020-03-29,2502
K02000001,United Kingdom,overview,2020-03-28,2556
K02000001,United Kingdom,overview,2020-03-27,2890
K02000001,United Kingdom,overview,2020-03-26,2129
K02000001,United Kingdom,overview,2020-03-25,1452
K02000001,United Kingdom,overview,2020-03-24,1427
K02000001,United Kingdom,overview,2020-03-23,967
K02000001,United Kingdom,overview,2020-03-22,665
K02000001,United Kingdom,overview,2020-03-21,1035
K02000001,United Kingdom,overview,2020-03-20,714
K02000001,United Kingdom,overview,2020-03-19,643
K02000001,United Kingdom,overview,2020-03-18,676
K02000001,United Kingdom,overview,2020-03-17,407
K02000001,United Kingdom,overview,2020-03-16,152
K02000001,United Kingdom,overview,2020-03-15,330
K02000001,United Kingdom,overview,2020-03-14,264
K02000001,United Kingdom,overview,2020-03-13,207
K02000001,United Kingdom,overview,2020-03-12,134
K02000001,United Kingdom,overview,2020-03-11,83
K02000001,United Kingdom,overview,2020-03-10,52
K02000001,United Kingdom,overview,2020-03-09,50
K02000001,United Kingdom,overview,2020-03-08,65
K02000001,United Kingdom,overview,2020-03-07,46
K02000001,United Kingdom,overview,2020-03-06,46
K02000001,United Kingdom,overview,2020-03-05,29
K02000001,United Kingdom,overview,2020-03-04,34
K02000001,United Kingdom,overview,2020-03-03,11
K02000001,United Kingdom,overview,2020-03-02,5
K02000001,United Kingdom,overview,2020-03-01,12
K02000001,United Kingdom,overview,2020-02-29,4
K02000001,United Kingdom,overview,2020-02-28,6
K02000001,United Kingdom,overview,2020-02-27,0
K02000001,United Kingdom,overview,2020-02-26,0
K02000001,United Kingdom,overview,2020-02-25,0
K02000001,United Kingdom,overview,2020-02-24,4
K02000001,United Kingdom,overview,2020-02-23,0
K02000001,United Kingdom,overview,2020-02-22,0
K02000001,United Kingdom,overview,2020-02-21,0
K02000001,United Kingdom,overview,2020-02-20,0
K02000001,United Kingdom,overview,2020-02-19,0
K02000001,United Kingdom,overview,2020-02-18,0
K02000001,United Kingdom,overview,2020-02-17,0
K02000001,United Kingdom,overview,2020-02-16,0
K02000001,United Kingdom,overview,2020-02-15,0
K02000001,United Kingdom,overview,2020-02-14,0
K02000001,United Kingdom,overview,2020-02-13,1
K02000001,United Kingdom,overview,2020-02-12,0
K02000001,United Kingdom,overview,2020-02-11,0
K02000001,United Kingdom,overview,2020-02-10,4
K02000001,United Kingdom,overview,2020-02-09,1
K02000001,United Kingdom,overview,2020-02-08,0
K02000001,United Kingdom,overview,2020-02-07,0
K02000001,United Kingdom,overview,2020-02-06,1
K02000001,United Kingdom,overview,2020-02-05,0
K02000001,United Kingdom,overview,2020-02-04,0
K02000001,United Kingdom,overview,2020-02-03,0
K02000001,United Kingdom,overview,2020-02-02,0
K02000001,United Kingdom,overview,2020-02-01,0
K02000001,United Kingdom,overview,2020-01-31,2
