Date,Local Authority,National Lockdown,Circuit Breaker,Local Lockdown,Alert Level,Alert Level 0,Alert Level 1,Alert Level 2,Alert Level 3,Alert Level 4,Pfizer Vaccine Approved,Astrazeneca Vaccine Approved,Moderna Vaccine Approved,Pfizer Vaccine Rollout,Astrazeneca Vaccine Rollout,Moderna Vaccine Rollout,Second Dose Rollout,Booster Vaccine Rollout,Priority Group 1 to 4 offered Vaccine,Priority Group 5 to 9 offered Vaccine,Under 50s offered Vaccine,Masks Mandatory,All Schools Closed,Primary Schools Closed,Seconday Schools Closed
2020-12-24,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1
2020-12-25,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1
2020-12-26,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1
2020-12-27,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1
2020-12-28,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1
2020-12-29,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1
2020-12-30,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1
2020-12-31,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1
2021-01-01,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1
2021-01-02,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1
2021-01-03,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1
2021-01-04,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,1,1,1
2021-01-05,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,1,1,1
2021-01-06,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,1,1,1
2021-01-07,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,1,1,1
2021-01-08,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1
2021-01-09,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1
2021-01-10,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1
2021-01-11,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1
2021-01-12,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1
2021-01-13,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1
2021-01-14,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1
2021-01-15,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1
2021-01-16,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1
2021-01-17,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1
2021-01-18,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1
2021-01-19,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1
2021-01-20,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1
2021-01-21,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1
2021-01-22,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1
2021-01-23,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1
2021-01-24,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1
2021-01-25,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1
2021-01-26,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1
2021-01-27,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1
2021-01-28,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1
2021-01-29,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1
2021-01-30,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1
2021-01-31,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1
2021-02-01,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1
2021-02-02,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1
2021-02-03,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1
2021-02-04,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1
2021-02-05,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1
2021-02-06,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1
2021-02-07,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1
2021-02-08,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1
2021-02-09,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1
2021-02-10,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1
2021-02-11,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1
2021-02-12,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1
2021-02-13,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1
2021-02-14,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1
2021-02-15,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1
2021-02-16,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1
2021-02-17,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1
2021-02-18,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1
2021-02-19,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1
2021-02-20,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1
2021-02-21,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1
2021-02-22,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1
2021-02-23,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1
2021-02-24,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1
2021-02-25,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1
2021-02-26,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1
2021-02-27,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1
2021-02-28,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1
2021-03-01,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1
2021-03-02,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1
2021-03-03,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1
2021-03-04,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1
2021-03-05,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1
2021-03-06,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1
2021-03-07,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1
2021-03-08,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1
2021-03-09,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1
2021-03-10,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1
2021-03-11,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1
2021-03-12,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1
2021-03-13,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1
2021-03-14,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1
2021-03-15,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1
2021-03-16,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1
2021-03-17,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1
2021-03-18,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1
2021-03-19,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1
2021-03-20,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1
2021-03-21,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1
2021-03-22,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1
2021-03-23,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1
2021-03-24,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1
2021-03-25,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1
2021-03-26,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1
2021-03-27,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1
2021-03-28,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1
2021-03-29,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1
2021-03-30,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1
2021-03-31,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1
2021-04-01,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1
2021-04-02,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1
2021-04-03,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1
2021-04-04,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1
2021-04-05,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1
2021-04-06,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1
2021-04-07,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1
2021-04-08,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1
2021-04-09,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1
2021-04-10,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1
2021-04-11,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1
2021-04-12,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0
2021-04-13,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-04-14,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-04-15,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-04-16,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-04-17,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-04-18,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-04-19,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-04-20,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-04-21,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-04-22,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-04-23,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-04-24,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-04-25,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-04-26,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-04-27,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-04-28,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-04-29,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-04-30,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-05-01,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-05-02,Isle of Anglesey,1,0,0,4,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-05-03,Isle of Anglesey,0,0,0,3,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-05-04,Isle of Anglesey,0,0,0,3,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-05-05,Isle of Anglesey,0,0,0,3,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-05-06,Isle of Anglesey,0,0,0,3,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-05-07,Isle of Anglesey,0,0,0,3,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-05-08,Isle of Anglesey,0,0,0,3,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-05-09,Isle of Anglesey,0,0,0,3,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-05-10,Isle of Anglesey,0,0,0,3,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-05-11,Isle of Anglesey,0,0,0,3,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-05-12,Isle of Anglesey,0,0,0,3,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-05-13,Isle of Anglesey,0,0,0,3,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-05-14,Isle of Anglesey,0,0,0,3,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-05-15,Isle of Anglesey,0,0,0,3,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-05-16,Isle of Anglesey,0,0,0,3,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-05-17,Isle of Anglesey,0,0,0,2,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-05-18,Isle of Anglesey,0,0,0,2,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-05-19,Isle of Anglesey,0,0,0,2,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-05-20,Isle of Anglesey,0,0,0,2,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-05-21,Isle of Anglesey,0,0,0,2,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-05-22,Isle of Anglesey,0,0,0,2,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-05-23,Isle of Anglesey,0,0,0,2,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-05-24,Isle of Anglesey,0,0,0,2,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-05-25,Isle of Anglesey,0,0,0,2,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-05-26,Isle of Anglesey,0,0,0,2,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-05-27,Isle of Anglesey,0,0,0,2,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-05-28,Isle of Anglesey,0,0,0,2,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-05-29,Isle of Anglesey,0,0,0,2,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-05-30,Isle of Anglesey,0,0,0,2,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-05-31,Isle of Anglesey,0,0,0,2,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-06-01,Isle of Anglesey,0,0,0,2,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-06-02,Isle of Anglesey,0,0,0,2,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-06-03,Isle of Anglesey,0,0,0,2,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-06-04,Isle of Anglesey,0,0,0,2,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-06-05,Isle of Anglesey,0,0,0,2,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-06-06,Isle of Anglesey,0,0,0,2,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-06-07,Isle of Anglesey,0,0,0,2,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-06-08,Isle of Anglesey,0,0,0,2,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-06-09,Isle of Anglesey,0,0,0,2,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-06-10,Isle of Anglesey,0,0,0,2,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-06-11,Isle of Anglesey,0,0,0,2,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-06-12,Isle of Anglesey,0,0,0,2,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-06-13,Isle of Anglesey,0,0,0,2,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-06-14,Isle of Anglesey,0,0,0,2,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-06-15,Isle of Anglesey,0,0,0,2,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-06-16,Isle of Anglesey,0,0,0,2,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-06-17,Isle of Anglesey,0,0,0,2,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-06-18,Isle of Anglesey,0,0,0,2,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-06-19,Isle of Anglesey,0,0,0,2,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-06-20,Isle of Anglesey,0,0,0,2,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-06-21,Isle of Anglesey,0,0,0,2,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-06-22,Isle of Anglesey,0,0,0,2,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-06-23,Isle of Anglesey,0,0,0,2,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-06-24,Isle of Anglesey,0,0,0,2,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-06-25,Isle of Anglesey,0,0,0,2,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-06-26,Isle of Anglesey,0,0,0,2,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-06-27,Isle of Anglesey,0,0,0,2,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-06-28,Isle of Anglesey,0,0,0,2,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-06-29,Isle of Anglesey,0,0,0,2,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-06-30,Isle of Anglesey,0,0,0,2,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-07-01,Isle of Anglesey,0,0,0,2,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-07-02,Isle of Anglesey,0,0,0,2,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-07-03,Isle of Anglesey,0,0,0,2,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-07-04,Isle of Anglesey,0,0,0,2,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-07-05,Isle of Anglesey,0,0,0,2,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-07-06,Isle of Anglesey,0,0,0,2,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-07-07,Isle of Anglesey,0,0,0,2,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-07-08,Isle of Anglesey,0,0,0,2,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-07-09,Isle of Anglesey,0,0,0,2,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-07-10,Isle of Anglesey,0,0,0,2,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-07-11,Isle of Anglesey,0,0,0,2,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-07-12,Isle of Anglesey,0,0,0,2,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-07-13,Isle of Anglesey,0,0,0,2,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-07-14,Isle of Anglesey,0,0,0,2,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-07-15,Isle of Anglesey,0,0,0,2,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-07-16,Isle of Anglesey,0,0,0,2,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-07-17,Isle of Anglesey,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-07-18,Isle of Anglesey,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-07-19,Isle of Anglesey,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-07-20,Isle of Anglesey,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-07-21,Isle of Anglesey,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
2021-07-22,Isle of Anglesey,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
